crm_name;crm_cp;crm_insee;crm_id;crm_commune;gt_siret;crm_adresse;SITE_CLI_COMMUNE;sirene_insee;sirene_cp;sirene_etat;loc_match_type;source_reference;source_product_category;source_contract_state;source_duplicate_count;target_siren;already_in_crm_ok_gt_exact;existing_component_relation;crm_surface_fingerprint;crm_gt_fingerprint;ambiguous_exact_truth_for_crm_surface;already_in_crm_ok_gt_exact_surface
THREE BOND EUROPE;95310;95572;79192;ST OUEN L AUMONE;30606468400047;26 RUE DU PALMER;ST OUEN L AUMONE;95572;95310;A;INSEE_AND_CP;S220505_18295;Fibre Essentiel;active;1;306064684;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;68c14a03a934777bd338c94b1d4dd2e3ea526c5ea301f9be3c6d41230120483d;1b5def181a60d09e7739144508863e78a4ae01bb32d85b443afb2c5f6c8a9358;False;False
FNAC DARTY PARTICIPATIONS ET SERVIC;69300;69034;79193;CALUIRE ET CUIRE;30337658600226;10 CHEMIN PETIT;CALUIRE ET CUIRE;69034;69300;A;INSEE_AND_CP;S220505_59182;Fibre Essentiel;active;1;303376586;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;efb3580438551b8e48b22474ed188ce28a0380d9f51bdfb121afdade4ead46ab;ce535d91547edb9f3b4057a09eecb6aec9aac6aed4846f23552a170a3aa67f34;False;False
REGIONAL INTERIM;35000;35238;79196;RENNES;44943254100042;12 RUE DE REDON;RENNES;35238;35000;F;INSEE_AND_CP;S220505_05228;Fibre Essentiel;terminated;2;449432541;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;9d34cdf5d349c75901bb895faf26f99df1e68a095c0b54317bc4fbe3e5214aab;541e2dc0d128399455046a1352012abd520a775a6be4890377a3d309db7d38c2;False;False
A.D.E.T.H.E;95610;95218;79202;ERAGNY;38309319200029;23 RUE DES PINSONS;ERAGNY;95218;95610;F;INSEE_AND_CP;S220505_97758;Fibre Essentiel;terminated;2;383093192;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;9a8838dd0b653f37e96f6ab88720cad594fdc3ce11e00b37f768876b32809953;0085adf11d39e10678c85cfc2a747fd26eaeb9d2a6a2f2d79666a541825a1d56;False;False
TECHNI RAIL SERVICES;94500;94017;79204;CHAMPIGNY SUR MARNE;41290931900029;1B AVENUE DE L ILE D AMOUR;CHAMPIGNY SUR MARNE;94017;94500;F;INSEE_AND_CP;S220505_17245;Fibre Essentiel;terminated;2;412909319;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;909d70dba6e2f6970ec7ed2a8c8772dee5af92aea29a2328cf03b3d78273cff8;6f2bc57c3119750508f9f7440be32118a0b1d27ccfc2cb9f66482b102c855491;False;False
PG Diffusion centreakor ;76370;76414;79209;MARTIN EGLISE;81741309900018;2 RUE DE L ANCIEN PORT;MARTIN EGLISE;76414;76370;A;INSEE_AND_CP;S220505_44122;Fibre Essentiel;terminated;3;817413099;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;f7c0b738fbad41d452b6a6ba4330cbd877faa63a6a977a65147ba265221bf91b;899be962cdebd005109e940b91c5854cec7323c6dffa4b43259be3f57416c8bd;False;False
CABINET ANTZ;68100;68224;79213;MULHOUSE;43383840600026;68 AVENUE ROBERT SCHUMAN;MULHOUSE;68224;68100;A;INSEE_AND_CP;S220506_24691;Fibre Essentiel;active;1;433838406;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1f2efd4f573b8a122b1de0bd597b68b27b7a990faabb7742c3a809f8ee2f7b6a;584ee7a25ed435bdf489462439d2ba76d08a8c401971b627de93db8b30ed68ce;False;False
GENE HOLDING;69530;69027;79215;BRIGNAIS;80870104900021;53 RUE DE L INDUSTRIE;BRIGNAIS;69027;69530;A;INSEE_AND_CP;S220506_19804;Fibre Premium;active;1;808701049;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;38cf19ed73fc2284e446c5ee49b3d3ac0b9abd3c389f6a7f3e6b20658d4f94a4;fa602cdefcc5881b0e2abf6cceaeb8d7f56cbb42912e35f661d7e585747be442;False;False
EARL JACQUESSON ;51230;51565;79217;THAAS;52851941600010;98 GRANDE RUE;THAAS;51565;51230;A;INSEE_AND_CP;S220506_54872;Revente Fibre Essentiel AI;active;1;528519416;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;589ed85c20b36ed57f70957cdd1329e4f735e52e786eb9f56918cd8530cbb20c;05f12884303124a32c6f001e74ac22eb5cf3a6b9935c0a56e139bb449c834943;False;False
L ODYSSEE BLANCHE;25240;25142;79218;CHAUX NEUVE;42178393700012;0 LE CERNOIS VEUILLET;CHAUX NEUVE;25142;25240;A;INSEE_AND_CP;S220506_42412;Revente Fibre Essentiel AI;active;1;421783937;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;700aa034993c08231d85847c41b05fa2eb4d8f04d5726fb01907c29c34479d38;11b4de4a3881c0854f6aad0fd36d8c69d0f242b666a26f15acf865d22a8bf722;False;False
REGIONAL INTERIM;35000;35238;79230;RENNES;44943254100083;3 BOULEVARD SEBASTOPOL;RENNES;35238;35000;A;INSEE_AND_CP;S220506_07065;Fibre Essentiel;terminated;2;449432541;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;81cd3a0affa838050ed7018acf68edcfb1a6ce0df4725d5920024fcb6cf64493;017c178845b3b6204bd077339f6c3ab6c237ca3c4ea8dc253553a1fbb4915400;False;False
REGIONAL INTERIM;49000;49007;79231;ANGERS;50358339500044;17 RUE PLANTAGENET;ANGERS;49007;49100;A;INSEE_ONLY;S220506_39326;Fibre Essentiel;terminated;2;503583395;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;4554b6d7be8c414ea10f07accfe79b0f46ed1aecdda5075521cbaf8b3cc7a048;238c1c32f79bacad16514cf8940e7d3e4db1715f89bc105c864aefd330b7da5b;False;False
IMMOBILIERE DU FER A CHEVAL;59170;59163;79236;CROIX;39833418500053;79 RUE ISAAC HOLDEN CROTHERS;CROIX;59163;59170;A;INSEE_AND_CP;S220506_33665;Fibre Essentiel;active;1;398334185;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;2fd12259cf217c1dc952e3bc46bdab343f437ef7e18573a4c52ff24ed071b49c;ffdebe101830c67f0f527f96bf93805053032473a1861c9539dcca8b58f947a0;False;False
REGIONAL INTERIM;56000;56260;79240;VANNES;49153804700060;28 RUE DU CAPITAINE JUDE;VANNES;56260;56000;F;INSEE_AND_CP;S220506_88752;Fibre Essentiel;terminated;3;491538047;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;b1ab973894a13e7e41b1265d170bbda52b3845866d1a33ae80a6d835494b4d0c;72ac110b391734ed3e35c20db20c25c099660f3b9c52ea00777fd9d7099cc15d;False;False
479996-MAISON DES JEUNES ET DE LA;26000;26362;79241;VALENCE;77947242200012;61 AVENUE DU GRAND CHARRAN;VALENCE;26362;26000;A;INSEE_AND_CP;S220506_68589;Fibre Essentiel;terminated;2;779472422;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;42fe5e8a15c8debb9cb5aecf9d7b5f949c2923a1518877c645e108a44d3d7010;4e4ebbfc8f694415cc681918432aff33167292ce5c83358374d041fa92e497a0;False;False
PHARMACIE MONNIER;92220;92007;79243;BAGNEUX;52115715600014;6 AVENUE VICTOR HUGO;BAGNEUX;92007;92220;F;INSEE_AND_CP;S220506_87666;Fibre Essentiel;active;1;521157156;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c8d12e9d85246e9b88cb6995b9fedc50a352c4853168510751a51fd40f117a00;4e66eccccb7e121ade4d09d2535c6ff4b4ba4fe7b6d407ffd50b19beab90661d;False;False
HOTEL DE L UNIVERS;62000;62041;79244;ARRAS;43228055000018;5 PLACE DE LA CROIX ROUGE;ARRAS;62041;62000;F;INSEE_AND_CP;S220506_47984;Fibre Essentiel;active;2;432280550;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c5b341d9f54e5c526ba5911f1a8af29d6248f5bb3455c893e8ef0f5560a87eb8;3d0a9f9b9f4db082129eb6af649bbbbfde055f7ea92e762bd7a05f0b0e13099d;False;False
 GINA ;78410;78238;79246;FLINS SUR SEINE;34048530900041;245 RUE DES CHEVRIS;FLINS SUR SEINE;78238;78410;A;INSEE_AND_CP;S220506_96991;Fibre Essentiel;active;2;340485309;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;f27c2507325ffcdcfa883102829568b9a6c98c31dc228e8f64e114da76c2532b;bc03f9314398e12ea80ae1e94152392da5738508d099c8b9850b09263922ba0f;False;False
DBD SUD MARSEILLE;13008;13208;79248;MARSEILLE;42907760500013;33 BOULEVARD LUCE;MARSEILLE;13208;13008;A;INSEE_AND_CP;S220506_39635;Fibre Essentiel;terminated;2;429077605;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a97e15823a0fb767c76255845e27ca4665603b50c9a40b7c1d967fe251d4b609;574b6a724787dca2a4b8c0b031b3c45f41d71bb288b70f7d51f8a246aa8b3976;False;False
REGIONAL INTERIM;45000;45234;79250;ORLEANS;49273270600089;3 RUE D ILLIERS;ORLEANS;45234;45000;A;INSEE_AND_CP;S220506_91337;Fibre Essentiel;terminated;2;492732706;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;dc9b455aa1df87c5af77f057a1ddd1d09ad77d09dd3c09cc943bcbf2eb20deed;f25f3c1b3823e51a547fccda0fe477c4d693c0bdc3afbab478f01f92a09af951;False;False
REGIONAL INTERIM;35000;35238;79251;RENNES;49357248100056;19 QUAI DE LA PREVALAYE;RENNES;35238;35000;A;INSEE_AND_CP;S220506_13227;Fibre Essentiel;terminated;2;493572481;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;d559686bba0f3f46c8b49b28444b1f36901f4141c82387435835009e8baf71ef;ed47ce3933957473dce34c576cb257174765777309e93724219d8b01ec2255a4;False;False
Foss Led;47200;47157;79255;MARMANDE;49909644400033;40 RUE GIROUFLAT;MARMANDE;47157;47200;A;INSEE_AND_CP;S220506_01173;Fibre Essentiel;active;2;499096444;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;6bd972c262d5db1645b7837ab8f825523baad340cba8cf5105f846d6e9df9f21;e85a3e8d646f67c5038a723f465f67b0cdbd71270af6d5dbbba7c48230b9b9dc;False;False
REGIONAL INTERIM;28000;28085;79256;CHARTRES;50358339500085;67 RUE DU GRAND FAUBOURG;CHARTRES;28085;28000;A;INSEE_AND_CP;S220507_60122;Fibre Essentiel;terminated;2;503583395;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;cc341f335d86bcd9daf06e9bc791931f1b4a8d92880fc1c8718040d88d27a218;338c214da1bee43d6bd9e2042b298c3ded58361f5e4157236135e8f854d504f0;False;False
RAMERY;62300;62498;79260;LENS;61712011800063;0 RUE DE L EUROPE;LENS;62498;62300;A;INSEE_AND_CP;S220507_63644;Fibre Essentiel;active;1;617120118;False;EXISTING_TRAIN_COMPONENT;54f5d7a26dea9562cc63bb012950b3929ff36f3f6e24ea69962808927f9cd5d7;9091919378f47be521c7bf7b21c0af6576c0d9f731e96c3eeb613f3eedd095fc;False;False
DENISE DEHL;92200;92051;79263;NEUILLY SUR SEINE;31602537800019;137 AVENUE DU ROULE;NEUILLY SUR SEINE;92051;92200;A;INSEE_AND_CP;S220507_37163;Fibre Essentiel;active;1;316025378;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;6bae6e610a9c6902fa03dca638adcc85eddda223db367b2e33cc1e5c89a88425;6f37cf7e5e2365abeea48b065ee02b7cf45bbfb8ccbe3c20ebfe65b13a2ccd74;False;False
TAKAMA;51100;51454;79264;REIMS;82127594800015;6 PLACE GODINOT;REIMS;51454;51100;A;INSEE_AND_CP;S220507_69708;Fibre Essentiel;active;1;821275948;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;cf1e3848b9b22ff10a56d8c762e16b73f956a16849ded90b9294e82994bd8a59;5df39f3c7c3788e27c4e06fcf8fe4aa1597db110fe6e58432cb4140b9c4e6f50;False;False
HELDT CLAISE LE MAREC;78000;78646;79265;VERSAILLES;83137769200015;3 RUE DE L ASSEMBLEE NATIONALE;VERSAILLES;78646;78000;A;INSEE_AND_CP;S220507_01285;Fibre Essentiel;active;1;831377692;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1356f290ce26d0a4c611a5ba880c9314266a0658e9a093bce1224e33ec858b7d;aa843bbe87ec38091a233a198cd307d8673b21a0734405cd2b8e2d9cc0de9fe1;False;False
REGIONAL INTERIM;44000;44109;79266;NANTES;49353964700070;46 ROUTE DE VANNES;NANTES;44109;44100;A;INSEE_ONLY;S220507_22319;Fibre Essentiel;terminated;2;493539647;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;43b3192cea8807f9212ba84741cb99e16c1cedda15221a79903cf6a60494a8a6;18522a1a1d7115fe8d66e8554c1cf19097027f5a0bf5699dc0b14de7286bcb5d;False;False
IXINA BRUAY;62700;62178;79267;BRUAY LA BUISSIERE;83121021600014;91 RUE CHRISTOPHE COLOMB;BRUAY LA BUISSIERE;62178;62700;A;INSEE_AND_CP;S220507_61333;Fibre Essentiel;active;2;831210216;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;83a8bf1a6b76d138528bfde7b310d95c408ceda70c7b7dcbe7e3cb3e983a5fb4;e1d8169c46d7553b8abb0418a0431db20578a6e76dbaaff2e7b08b534d9ea4bf;False;False
EUREDEN GROUP;29270;29029;79270;CLEDEN POHER;77557698603351;0 PONTRIFFEN;CLEDEN POHER;29029;29270;F;INSEE_AND_CP;S220507_74976;Revente ADSL;active;1;775576986;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;2150cb57670e0515dcf37072d552d31eba838165390c013c00823b3e01eb9f14;0d3e1b27769cab50552311f17bbc1df8d0eb2bd780c920c3735170dc4f2e1d5e;False;False
REGIONAL INTERIM;86100;86066;79275;CHATELLERAULT;49153804700086;34 SQUARE GAMBETTA;CHATELLERAULT;86066;86100;A;INSEE_AND_CP;S220509_17599;Revente ADSL;terminated;2;491538047;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;8ab9f6b1540c663d7123c6a8963acb7e3d131f6830842abdb3e5aa0ba6b742c8;e8ebbe0db01b93a1fd731406994b21c3694ad96f71a95f72a68021cabf4bca5b;False;False
SB ALLIANCE INFORMATIQUE;12430;12299;79276;VILLEFRANCHE DE PANAT;43156688400018;0 ZONE ARTISANALE;VILLEFRANCHE DE PANAT;12299;12430;F;INSEE_AND_CP;S220509_79216;Revente ADSL;terminated;2;431566884;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;56e8a77fcb8d9a5d5814d0f084994c7f08e256dd670feb044a33418b2396f699;0db7f23510b4f4e8a609ba3253bbc91f4809229b184f64c4db0ad628cbaed306;False;False
COMMUNE DE THUIR;66300;66210;79280;THUIR;21660210200016;7 PLACE JULES DESCOSSY;THUIR;66210;66300;A;INSEE_AND_CP;S220509_72145;Revente ADSL;terminated;2;216602102;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;05473856f4ea61934c3a47f0c84d3912a9f10ccdd9a039bae0bf92a9b43b9980;8d9cb43ddd88dcb224b7817f6a26558cb16e02ad46f1ecd6737e9a6833110fad;False;False
INFODESCA - 0042-BA-BEZIERS;34500;34032;79284;BEZIERS;77558869200126;24 RUE MARTIN LUTHER KING;BEZIERS;34032;34500;A;INSEE_AND_CP;S220509_10987;Fibre Premium;active;1;775588692;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;1b3ba3ece585ba45f383a541899edaa281ea1c0638566542705353351b8da08d;b81954803cc6bd10de379f99bde2f927c2d44d66333061d6bfe53678eba8267c;False;False
LE VAL SAINT HILAIRE -DARDENNE;08600;08190;79285;GIVET;39899100000017;7 QUAI DES FOURS;GIVET;08190;08600;A;INSEE_AND_CP;S220509_61342;Revente Fibre Essentiel AI;active;1;398991000;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c8a1f205a59106a49f722e784eb56eadc68795c34e49d8d210681fc6df3e490e;9255a8dbaae334ebb733df5f0aeb392d34381da346e705c5dfefe15ad2d913a8;False;False
IN EXTENSO OPERATIONNEL IE0211BRUMATH;67170;67067;79286;BRUMATH;33323260100067;1A RUE DE LA PAIX;BRUMATH;67067;67170;A;INSEE_AND_CP;S220509_13686;Revente Fibre Essentiel AI;active;1;333232601;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ab0b25efcd3994e5516ef8ba0403144815fabd2ea07800e254527bdebaab6298;6b6dc592ed0c4a490f0123acf96115ad6c808a3c77fa9e1bb959615f96a04dc0;False;False
Mairie de Courcemain;51260;51182;79287;COURCEMAIN;21510170000015;6 RUE DE LA MAIRIE;COURCEMAIN;51182;51260;A;INSEE_AND_CP;S220509_38440;Revente Fibre Essentiel AI;active;1;215101700;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;cdd617125ec33ebb9f293997ff7a2f5169b3911cedf0113c7cf43a1b2edd72c6;fd326698378e811246e91d748e22e75a7255787c3c35df367a1c97d9982b082d;False;False
LE CHEVAL BLANC;67510;67263;79293;LEMBACH;50343164500012;4 RUE DE WISSEMBOURG;LEMBACH;67263;67510;A;INSEE_AND_CP;S220509_34173;Revente Fibre Essentiel AI;terminated;2;503431645;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5045b697eaedecf2111df16fa272a61097e79154e81287d822c0f39c61b4ace1;6e4fa0a601795a909d805151a308eb5e32d12b1883277be8ad9f3e9dead23a24;False;False
DOMINOS 32100 - R2 RESTAURATION - ROUEN;76000;76540;79299;ROUEN;75322648900015;100 RUE DE LA REPUBLIQUE;ROUEN;76540;76000;A;INSEE_AND_CP;S220509_02397;Fibre Essentiel;terminated;2;753226489;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;330a0abcb8a3cf1436723abf399ee18fb4c9321e18c1f4e3de1eb680ef57db71;3ba8af6db42ef84578a576faf25cabb76d2d3cc50e7a8934fcabad1d37e71aa9;False;False
PROPHONE;31170;31557;793;TOURNEFEUILLE;34395499600066;2 RUE DE TOURAINE;TOURNEFEUILLE;31557;31170;F;INSEE_AND_CP;S190215_36021;Fibre Essentiel;terminated;1;343954996;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;7005f71baf80e8dc317521efef500080b653715303ecdd9620d104d35a7e4ace;71c918f8f851554b46de66880b5980fc4d31b74c9ada1a1df9d3895b0cfffc0d;False;False
BIAS IMMOBILIER ET ENTREPRISE Site ROUEN;76000;76540;79303;ROUEN;32551866000205;6 RUE RENE DRAGON;ROUEN;76540;76000;A;INSEE_AND_CP;S220509_08284;ADSL;terminated;2;325518660;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ed9b658e5b68882449e2299cd64c91fc704555feea7230162050360bca9a3373;8121c934251725a08d79b3571f7dbddfd4257ecc9d6c060e006c44a38229ec22;False;False
CARROSSERIE DU SCORFF L.D.;56100;56121;79319;LORIENT;50899373000011;21 RUE HENRI DUCASSOU;LORIENT;56121;56100;F;INSEE_AND_CP;S220509_90007;Fibre Essentiel;terminated;2;508993730;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;0bd61e89ce930a7997e897c05d00491959ff92b7f0db8196c962b31c9995a8a6;5f2059b75e5da27ba07e247d27db3bf6769d77b43ba5d92b9db99ed9301113ed;False;False
SARL MISO HENIN BEAUMONT - DOMINOS PIZZA;62110;62427;79322;HENIN BEAUMONT;80340578600010;102 PLACE JEAN JAURES;HENIN BEAUMONT;62427;62110;A;INSEE_AND_CP;S220509_29923;Fibre Essentiel;terminated;3;803405786;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;854be94f09cf6bd7fae546925677ca65c589745a36022ec9e8bd4a5743eb3b3a;c597b058785cf6aa6b3a52549a4782f56be8e50d79aeb52c6c263013d9f82aa1;False;False
SPS 2 SIEGE;78000;78646;79328;VERSAILLES;32771781500010;99 BOULEVARD DE LA REINE;VERSAILLES;78646;78000;A;INSEE_AND_CP;S220510_27245;Fibre Essentiel;terminated;3;327717815;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;4755032750be9e100fdc54e80997fb06bd54e806938bb2e36d8e2ab3463b92e4;f3951ab61f091a19f218079de66e3d6daad800b40dc53860a84c95f24cec9338;False;False
duncan lewis-scape architecture ;33000;33063;79340;BORDEAUX;42380263600062;27 COURS XAVIER ARNOZAN;BORDEAUX;33063;33000;A;INSEE_AND_CP;S220510_53293;Fibre Essentiel;terminated;2;423802636;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;774b347609233f57994e41f48e94460382b25c4d46262ac75a417d9f16ffc3ee;0509d7e216d0c2a27a8896f4458ccd1faf8aca4d425675f391e4c36e6d6dded4;False;False
POLE EMPLOI;57000;57463;79348;METZ;13000548108823;3 AVENUE DE BLIDA;METZ;57463;57000;A;INSEE_AND_CP;S220510_95102;Fibre Essentiel;active;1;130005481;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;abbfa3e44874b223f25d48844b3561ef5c61561dd638b3daf5ed8aedbc7df930;fe221bb648afb5cd4e80fddf3ba284973127d077711405e85552e4561f843ff0;False;False
 AVIVA;59520;59386;79351;MARQUETTE LEZ LILLE;91017845800014;0 RUE DE MENIN;MARQUETTE LEZ LILLE;59386;59520;A;INSEE_AND_CP;S220510_54663;Fibre Essentiel;active;2;910178458;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;26f6e42af4f3935a5e39ff91792d71ca0266fdf9e54d7552dd913e49737b4bde;0244d76456e79faf2bd650925c2cda871a029827311d5fdc13533e96849f5cf6;False;False
TAURIS IMMOBILIER - MARSEILLE;13006;13206;79364;MARSEILLE;81101736700038;63 AVENUE DE TOULON;MARSEILLE;13206;13006;F;INSEE_AND_CP;S220510_77457;Fibre Essentiel;terminated;2;811017367;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;204b4220a543bffad8f283612800edd695fb8b1aadcee647ac62e60ff8bc7dad;506640372d32a7f1150ebcf0984d636d082841bcd687da4a30eb526786bdec40;False;False
ETS PARENT ET CIE;59175;59585;79365;TEMPLEMARS;45750221900035;28 RUE DE L EPINOY;TEMPLEMARS;59585;59175;A;INSEE_AND_CP;S220510_17229;Fibre Essentiel;active;1;457502219;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;db6812eb18b34439bc4609554d812fd4ae319b489f0f8fc8bf243af495ec8269;4a0bf27038eca89044580436fdff3b1289d868c7774663a740b6e96538cefcb6;False;False
OboBike 39.23;54500;54547;79368;VANDOEUVRE LES NANCY;50773644500036;4 RUE D ALBERTVILLE;VANDOEUVRE LES NANCY;54547;54500;F;INSEE_AND_CP;S220510_39293;Fibre Essentiel;terminated;2;507736445;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;55a6440c0195ef51d1e819c6cd727162b11ef23c665ca5a5e82b010d7da09236;ba9cbc9a1699ba155f76403e1d9f4506656cdb1a5b4e2c69f98a0328c409aa2c;False;False
REGIONAL INTERIM;76600;76351;79371;LE HAVRE;85227433100036;7 RUE GEORGES BRAQUE;LE HAVRE;76351;76600;F;INSEE_AND_CP;S220510_16787;Fibre Essentiel;terminated;2;852274331;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;b8a58d61f3da1942056021940f43fb8e6db045e82b3fdb641d88872ea3b40f1a;200463e26f1d4d626dff72401d9690c89af58d7929b4fb3bf153cb81c886b9ce;False;False
MEDICITY;21000;21231;79376;DIJON;90364654500017;26 RUE DU CHATEAU;DIJON;21231;21000;F;INSEE_AND_CP;S220510_28688;Fibre Essentiel;terminated;3;903646545;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;4199ce4c22a2fab467a2a318213263a2badf46d18e9128339ef79fb04e303e60;3f0582e583224d60e60c8353a9328ce267520b8991b064a42b50a6fd1f008e56;False;False
Kuehne + Nagel SAS;49124;49267;79378;ST BARTHELEMY D ANJOU;33358346601738;7 RUE DES PORTIERES;ST BARTHELEMY D ANJOU;49267;49124;A;INSEE_AND_CP;S220510_38964;Fibre Essentiel;terminated;2;333583466;False;EXISTING_TRAIN_COMPONENT;ac5ede60eadf17934f522425fa6042e18cd469e0864fe37dd9396e677883d1e9;14789d20c302337ac8ed1dd45beb09809e6f6c90862d4a6d760d9f1b5f112177;False;False
GROUPE JMS ASSURANCES;06000;06088;79385;NICE;41382671000043;65 BOULEVARD GAMBETTA;NICE;06088;06000;A;INSEE_AND_CP;S220511_95126;Fibre Essentiel;terminated;2;413826710;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ecac3b36ad09ac6b49643d64ffdd58c264161e114d4cd39a988e8ae9aea6fd24;560769e34155fd41f6dc74c7080ce83a838508bb7d495a12ba575c6db1ced354;False;False
Mairie de Laneuvelotte;54280;54296;79388;LANEUVELOTTE;21540296700016;35 GRANDE RUE;LANEUVELOTTE;54296;54280;A;INSEE_AND_CP;S220511_38212;Revente Fibre Essentiel AI;terminated;2;215402967;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3395437b9045081e69c660953e3462aafe01b6afb64fe721ac037ce081233438;93a134cb59ba5e8302532f119ec7ccdcd746d1f4e9bc350c7afff2b3fef9a308;False;False
Brigade nature Meuse ;55800;55427;79389;REVIGNY SUR ORNAIN;89177565200011;0 QUAI DES GRAVIERES;REVIGNY SUR ORNAIN;55427;55800;A;INSEE_AND_CP;S220511_29371;Revente Fibre Essentiel AI;active;1;891775652;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;842b3b8e725b8d957f37ac1b9997de12c80244b70ffa4cbab22d08180542b2f4;3b71914638b9e0851224d96c8b87656df7de567a15d67766e3a05d885539b5e6;False;False
HOMIFAB;33800;33063;79397;BORDEAUX;82963495500027;127 COURS DE L YSER;BORDEAUX;33063;33000;F;INSEE_ONLY;S220511_59381;Fibre Essentiel;terminated;2;829634955;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;f3e4b1ec4e0794bb5bac509e87b2c825f0b6eb0cab0cbd4454968274c20c2f7d;0bee41a4884a20a250c170ec96320ac2d605d7f3eeb1accde067f95656f2a5c9;False;False
COMMUNE DE SAINT PIERRE D ALBIGNY;73250;73270;79406;ST PIERRE D ALBIGNY;21730270200014;0 RUE AUGUSTE DOMENGET;ST PIERRE D ALBIGNY;73270;73250;A;INSEE_AND_CP;S220511_77672;Revente ADSL;terminated;2;217302702;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;b4ac19db80c291dfaff5373244dd1059fa63ed1cebb88240e202ca78fcd68387;7b02157db564cc9775d5fc54e58f04ceac84a8da21d4f6c67aeeceaca9c3e673;False;False
COMMUNAUTE URBAINE DU GRAND REIMS;51100;51454;79407;REIMS;21510421700017;15 RUE ROGER JARDELLE;REIMS;51454;51100;A;INSEE_AND_CP;S220511_15992;ADSL;active;1;215104217;True;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;81573a0cd8a113678b15e654b6e4f99755496f6ff00ce57a06c34e7a65744e32;71150860c8138d50120132106de950877bd140bdf750ddf0af7ca7c35d2b565d;False;False
SGD SA SUCY EN BRIE;94370;94071;79409;SUCY EN BRIE;55201258500063;4 ROUTE DE BONNEUIL;SUCY EN BRIE;94071;94370;A;INSEE_AND_CP;S220511_20259;Fibre Premium;active;1;552012585;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;f3e4b481350aa69820691f70a3c94aae87ad00627d48b1ba1f35c34648e1e837;7e826bed553c98237ef7085d80e5667428e4f5696e5fd7a2d62abf3e49e47b82;False;False
