crm_name;crm_cp;crm_insee;crm_id;crm_commune;gt_siret;crm_adresse;SITE_CLI_COMMUNE;sirene_insee;sirene_cp;sirene_etat;loc_match_type;source_reference;source_product_category;source_contract_state;source_duplicate_count;target_siren;already_in_crm_ok_gt_exact;existing_component_relation;crm_surface_fingerprint;crm_gt_fingerprint;ambiguous_exact_truth_for_crm_surface;already_in_crm_ok_gt_exact_surface
JFB ASSUREUR;69600;69149;1336;OULLINS;50958715000012;5 RUE PIERRE SEMARD;OULLINS;69149;69310;F;INSEE_ONLY;S190320_34001;Fibre Essentiel;terminated;1;509587150;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;43547faaa0064a745f31b60b1ae2d702d2d5862b7224ddc2f6b84c31aef9c0c1;d1260564d860542f1d91a103f7a8c20f4e2cb11900917d261751974e56c7cc16;False;False
AQUITANIS;33300;33063;1337;BORDEAUX;39873148900033;288 RUE BLANQUI;BORDEAUX;33063;33300;A;INSEE_AND_CP;S190320_35001;Fibre Essentiel;terminated;1;398731489;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;023fef13cb1200c5433a51523537a145a0175e3c5352692e6d5d73ed9164c82e;f68a4080ff5236f17dec25556e9232a130f385ee85277e1aa44816a9cb37cc43;False;False
GROUPE LAVIL;91400;91471;1343;ORSAY;51255036900015;65 RUE DE PARIS;ORSAY;91471;91400;A;INSEE_AND_CP;S190320_39001;Fibre Essentiel;terminated;1;512550369;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;9f75b6b7428395c41af0acd61903e53c4cc633283d6ac0035461f200bebf8256;301d41a90eb9f9087bb0c702d9bb36f65060f2ef034e89462250df116bc8e0e2;False;False
GARAGE ACC;94600;94022;1357;CHOISY LE ROI;50800212800017;8 RUE DES COSMONAUTES;CHOISY LE ROI;94022;94600;A;INSEE_AND_CP;S190322_33001;Fibre Essentiel;terminated;1;508002128;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;f1e5052280e4142f54cd2207a03f5b30180150af7c55e9051306e3bf11276d2b;0242fc4fe7bb2c8430ff039c023bdbaf5d0f72e30e8782ee9aa500507053c2ea;False;False
NEW CLARK;95310;95572;136;ST OUEN L AUMONE;84106479300018;6 RUE DES OZIERS;ST OUEN L AUMONE;95572;95310;A;INSEE_AND_CP;S181204_34002;Fibre Essentiel;active;1;841064793;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5c0f343cc8ec3aab199465aad1b9f0cfd8a57ea55f4c2f1b3019577bf6a72364;433124aa4f80f51b01f7727e540a17779f01baa6ce52321fdf126c467e420f07;False;False
Ets Joberty Cormontreuil;51350;51172;1360;CORMONTREUIL;41266703200087;15 RUE DES REMOULEURS;CORMONTREUIL;51172;51350;A;INSEE_AND_CP;S190322_34003;Fibre Essentiel;terminated;1;412667032;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;814596aa7ce8944eef560c25b255fcdd95d664efe4638646684e0c4ea36e5620;6f9d800551bb53615394be8e925acaf9634918ba7636e57525ca5ea64fdf07a2;False;False
ALAIN ROUSSEAU IMMOBILIERE COMINE ;49100;49007;1361;ANGERS;41470998000018;1 PLACE DU PRESIDENT KENNEDY;ANGERS;49007;49100;A;INSEE_AND_CP;S190322_36001;Fibre Essentiel;terminated;2;414709980;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;8a38697de7e93e8d9207b9baeda9c1ed79b469ea3070323139db341fd60620b6;54437cbebdcaddb84d66960d642ce974f2dea1bc472dae25cea90d2ee71dee9c;False;False
ELANZ Solutions;92250;92035;1367;LA GARENNE COLOMBES;45157900700035;90 BOULEVARD NATIONAL;LA GARENNE COLOMBES;92035;92250;F;INSEE_AND_CP;S190322_38001;Fibre Essentiel;terminated;1;451579007;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ead24eacde63df8ddbf538b6942a501a7589404494ab08ce83819b381e6dffff;2ba1a9ddb28a7c201db8d8c929dde269b5719dd4866d2a03ce0d045bc85d157d;False;False
Eiffel Conseils;06000;06088;1371;NICE;40346971100036;15 RUE MARECHAL JOFFRE;NICE;06088;06000;F;INSEE_AND_CP;S190321_33001;Fibre Essentiel;terminated;1;403469711;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;2e0cc4102ef7a71df594c481527981aed9fc0c24dc295faa2af6115bb386fc75;915745221563e8858b1da4a52e2e64e3de03af4b90ab776f146ccda2f694c634;False;False
ASSOCIATION FREDERIC SEVENE;33400;33522;1375;TALENCE;78202190100056;294 RUE FREDERIC SEVENE;TALENCE;33522;33400;A;INSEE_AND_CP;S190322_38002;Fibre Essentiel;terminated;1;782021901;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;555275861a57ff48d3d56cdd7e71f21c717768a0dc6d51d00721c25e696138c4;77fdb697138023a55b5abc38d377f47f8d0d3af0496ddfbd2fdef3ccc12286a8;False;False
MONCEAU MALESHERBES;75008;75108;13756;PARIS 08;39011966700041;00092 BRD MALESHERBES;PARIS 08;75108;75008;A;INSEE_AND_CP;S180813_13001;SDSL;terminated;1;390119667;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;851cf924514f1163a87496231deea0c7f84410b34c8f8d94bc52c1c434f2c466;9e760e31442c72be5572c4027a9e8e7f23e388148127a53b280e532fe377f47a;False;False
IWEST;92110;92024;13757;CLICHY;48844880400010;100 RUE HENRI BARBUSSE;CLICHY;92024;92110;A;INSEE_AND_CP;S180814_15001;SDSL;terminated;2;488448804;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;9c3cbb85c2272e9a6451e0298eccb569a66798f14f722f851ecda6f61aa92ffd;a4e94abb56438cc7d533bb6b6d6bc0ca8e3214b54577621a3ba090fd2920ab15;False;False
MY PRESTIGE CAR;60000;60639;13773;TILLE;79076697600027;00000 AV POMMERETS;TILLE;60639;60000;F;INSEE_AND_CP;S180919_07003;ADSL;terminated;1;790766976;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;114c8699584f9da4e8e9ecc291274a9763a42efd4897ab462d1f8848580f403e;1bc8f3969c661ab7ee023c409972950c84ec965202fbc6790a12ff374869ad73;False;False
AGGLOMERATION BOURG EN BRESSE - PRÉVENTION ROUTIÈRE;01000;01053;1382;BOURG EN BRESSE;20007175100016;0 BOULEVARD DU MARECHAL LECLERC;BOURG EN BRESSE;01053;01000;A;INSEE_AND_CP;S190322_38009;Fibre Essentiel;terminated;1;200071751;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;77bc687fc4a263865878504b6cfc0d6608ac6be74dcdebdc0cad3c12559bceb5;3a6b5189c7794d3fb305562203ec47708f699b0feb6fd6c46dfff84695c28da6;False;False
APOGEA ANGERS;49000;49007;1383;ANGERS;42885146300045;6 RUE DU GRAND LAUNAY;ANGERS;49007;49000;F;INSEE_AND_CP;S190322_39001;Fibre Essentiel;terminated;1;428851463;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c1f9e577015774b3bc6437c2df171c2b39cb97581f3af4231af85e5e788a1ae1;5f63b61073a5dfc411ba0caafc4f81f811ddb1e9ad9cd8e1c027c9ad1d7ee240;False;False
LES CELLIERS FRANCE ASIE;44600;44184;13872;ST NAZAIRE;41853529000021;00010 AV DE LA HAVANE;ST NAZAIRE;44184;44600;F;INSEE_AND_CP;S181113_14005;SDSL;terminated;1;418535290;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;79989219eb8ef20fa76b707fea8633ab072f97cd5a6fe9347c876de09fc04a2e;7625137c8c01b56aa4e488cf4cbc1025164301b6b2b6de13a1de0cf84e3d3314;False;False
MOREL FERAUD;13008;13208;13932;MARSEILLE 08;31185229700028;00008 BD EDOUARD HERRIOT;MARSEILLE 08;13208;13008;A;INSEE_AND_CP;S181210_15001;SDSL;terminated;1;311852297;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;2845c0efa2bf90c5f87500aba4100e594b07bc9897b0ea58fd31b02605c40a38;639d2d7f080912d589362607bf01489cb83569ba7e5d0b6e7ed5c4c693b27386;False;False
ALEO CLAIR SYNDIC;59160;59350;1396;LILLE;52379567200030;803 AVENUE DE DUNKERQUE LOMME;LILLE;59350;59000;F;INSEE_ONLY;S190325_40001;Fibre Essentiel;terminated;1;523795672;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;200e4ef1f17ee5da6d8f34bfeacecbfc18921af677eacf3fa236a0613095b702;02e46a3554b61e56bf9887eb53cb752a680cccaa15c7c8ffeac9ef45e6179823;False;False
CHATEAU DES ILES;94210;94068;140;ST MAUR DES FOSSES;41807139500010;85 QUAI WINSTON CHURCHILL;ST MAUR DES FOSSES;94068;94210;A;INSEE_AND_CP;S181025_42001;Fibre Essentiel;terminated;1;418071395;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1c7a4d0c23427e2c0d026f57c14f0f05a62e08517ae9ecbb7d5642b45be13c7b;f86b3cdc9d078293a2a407bd223f2543fc308f16f74f7844e91bce59b09968d4;False;False
COMMUNE D'ANNECY  ECOLE DE LA PRAIRIE;74000;74010;1404;ANNECY;20006340200016;26 CHEMIN DE LA PRAIRIE;ANNECY;74010;74000;A;INSEE_AND_CP;S190326_34001;Fibre Essentiel;terminated;1;200063402;True;EXISTING_TRAIN_COMPONENT;9fdf1e81d6bc2e989d37edbb83556703b4b98c01ddf8c17232e72394f8470c03;4442e51b4044105eaa4c97848a71f7133f101e0c2d352f6735a3bada5bd69e84;False;False
BHN MAUREPAS;78310;78383;1405;MAUREPAS;49354397900048;20 PLACE DES ECHOPPES;MAUREPAS;78383;78310;F;INSEE_AND_CP;S190326_34002;Fibre Essentiel;terminated;1;493543979;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;6848d26ccd1acd9e32552bee3bfa9d23126b9e182279679e324189b0cd9fbacc;c1d515686879fad3eaeab6393d5cdcdede979f31ca2d0bf2c3b383ccac59c4db;False;False
CAPEB 76;76130;76451;1410;MONT ST AIGNAN;39997315500035;7 RUE PIERRE GILLES DE GENNES;MONT ST AIGNAN;76451;76130;A;INSEE_AND_CP;S190327_33002;Fibre Essentiel;terminated;1;399973155;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c10c5b837e1cf2a4866514ce177d67554a537a17acea61e83461886ef976200e;fbb262f70be57cfeb2e33da894378b8c236537baf8de61ce81a06a61a9f9339f;False;False
Cabinet Medical Dr Germain Philippe;59110;59368;1411;LA MADELEINE;34226358900026;201 RUE DU GENERAL DE GAULLE;LA MADELEINE;59368;59110;F;INSEE_AND_CP;S190327_33003;Fibre Essentiel;terminated;1;342263589;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;0b18e4d80fe5fc7a1f368239cc40b694d8aa1b6f8233af55dd2e249f4990a0e0;bae4ec2bd0d1d0e53e304087d69924f0def248a3bb2f510dc71f698160fb5729;False;False
CARNIS LAURENCE - AGENCE AXA;92140;92023;14216;CLAMART;79193007600025;00043 AV HENRI BARBUSSE;CLAMART;92023;92140;A;INSEE_AND_CP;S190313_12002;ADSL;terminated;1;791930076;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;78b6baf3b2a0923dd22034f2769b55dfa1a9668915d8be1acaadd29dc9b63e29;a2673528d3f39a8dabfd91a10cc27e008ec1d1b175a9765f1c093a7690838a0f;False;False
 IMMOBILIERE YVELINES GEST;78110;78650;1424;LE VESINET;49912784300013;55 AVENUE EMILE THIEBAUT;LE VESINET;78650;78110;A;INSEE_AND_CP;S190325_36004;Fibre Essentiel;terminated;1;499127843;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1b75214d5040af755d4c81b992f0065539728424af69771e6e8c01ab7f87eb25;6afa9f14fcf1568299bf82f03eca28f81e62044722d2462cb56dc8519275a335;False;False
SAFIGEC;69300;69034;144;CALUIRE ET CUIRE;80278237500017;3 RUE DE MAILLY;CALUIRE ET CUIRE;69034;69300;A;INSEE_AND_CP;S181127_33001;Fibre Essentiel;terminated;1;802782375;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;6b175df7b811349a5f54dd8faf626a4e761e1564045ae2c150e507537a39797a;eaaa19bb7b820e12bce606f3277a75b251c626729de10e17468a9f32339a00c0;False;False
LADAPT IME Jacques Maraux;95580;95014;1441;ANDILLY;77569338501341;0 ROUTE DE LA BERCHERE;ANDILLY;95014;95580;A;INSEE_AND_CP;S190327_42007;Fibre Essentiel;terminated;1;775693385;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;f59d8f9d85f93f67bef0981f181c380ea57b464e4d7ccbdf36b59c54efe9f86f;ebd0c563b35418097eb9cafd637c335ca90955f8022f437b3dc5874fcafcc83e;False;False
AGGLOMERATION BOURG EN BRESSE - EPE BAUDIÈRES;01000;01053;1442;BOURG EN BRESSE;20007175100016;46 AVENUE AMEDEE MERCIER;BOURG EN BRESSE;01053;01000;A;INSEE_AND_CP;S190328_32002;Fibre Essentiel;terminated;1;200071751;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;4dfdea87486439a151b70eed81e51a45b43386ce8d3f8ae4e4d398b81d522b3c;1ce7634a6d93251d6fa8b77a550db92d8c30b679c2f6f931ad55b3119080ca11;False;False
DIGIT INNOVATION;66000;66136;1447;PERPIGNAN;38226555100038;0 AVENUE EOLE;PERPIGNAN;66136;66100;A;INSEE_ONLY;S190328_35001;Fibre Essentiel;terminated;1;382265551;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;b21cab87b48d0b1e491875275bf4b5d176ebf795306920d6fcf554d7576763c9;d4d3fbc1ab9ed71ac3308518812165bc53345fe4c20f1bd95ee2d34758f0b7b9;False;False
2 - Trelissac - Mediatheque;24750;24557;1450;TRELISSAC;21240557500011;109 AVENUE MICHEL GRANDOU;TRELISSAC;24557;24750;A;INSEE_AND_CP;S190328_35004;Fibre Essentiel;terminated;1;212405575;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;818b38cd0c6f0d631fe5f6a18c00a128e580ac1e9617699f88a080b037178fc9;dbeeebd7e5098c76fa05b5b180b5145c5fe12152751faa2624705cf95766de73;False;False
Formation Plus Méditérranée ;66000;66136;1475;PERPIGNAN;81456842400018;32 BOULEVARD JEAN BOURRAT;PERPIGNAN;66136;66000;A;INSEE_AND_CP;S190328_32003;Fibre Essentiel;terminated;1;814568424;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c141419a893dfdda67195b66935c67b9acc1094afd3bfcf12c31b214e84ea588;4ac2652e81d8dffb3e34fe9542c97199a5bf1eaf1d2dfdc5bd3949e3a738b1a1;False;False
Maitre Prunille;13127;13117;1481;VITROLLES;38067825000073;36 AVENUE DE ROME;VITROLLES;13117;13127;A;INSEE_AND_CP;S190329_34005;Fibre Essentiel;terminated;1;380678250;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ef00b7e9b3819b7f2e91c81c1564414d8f16c43152a825bf80e35096cc69da8b;fd0fefa9448ac7e4477170cf4eb3e88079c759b92dabd154fca214b7012f0c42;False;False
DR Cauvi;34170;34057;1499;CASTELNAU LE LEZ;47832387600027;25 AVENUE ARISTIDE BRIAND;CASTELNAU LE LEZ;34057;34170;A;INSEE_AND_CP;S190401_31003;Fibre Essentiel;terminated;1;478323876;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;0e97577a47c740ae68a42f040e054f650c03b9bc7b11a3e77053e2e3200a0716;b7cd4ec8515df02660cbcf5f4770255eebc664a5dc453153d09d550b275eadfa;False;False
MARCQ AUTO;59700;59378;1507;MARCQ EN BAROEUL;88718073500011;61 RUE GABRIEL PERI;MARCQ EN BAROEUL;59378;59700;A;INSEE_AND_CP;S190401_38004;Fibre Essentiel;terminated;1;887180735;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a4e1109197c1295f6c5597f3fed534352b1ccf56e3a764caa4f84919e551bc91;3c4b7cbae4a2879fd95746e3028fc2dcb82317da46613e9e5757f9bfb9144a92;False;False
FINANCIERE MEESCHAERT;31000;31555;1526;TOULOUSE;34285727300243;24 GRANDE RUE NAZARETH;TOULOUSE;31555;31000;A;INSEE_AND_CP;S190327_39002;Fibre Essentiel;terminated;1;342857273;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;8a555c1423bf20aae9033a05ff57ddcf217ffb992d3e0acc39163f63d23a2ab0;e88ed349e44676609608e4a6a33324cfcad9f074e325e69ef5507655d34eb952;False;False
OPTIMIND;75008;75108;1538;PARIS 08;41886196900099;46 RUE LA BOETIE;PARIS 08;75108;75008;F;INSEE_AND_CP;S190403_37008;Fibre Essentiel;terminated;1;418861969;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;77e318255bf1b36a8bd1d7d38dcb6356248a93a5170a91447a363c642c6640b7;c4f41dd8d4b34e47ec85c8cad9673db62a2fe84329efacb2b7d490532da50ad8;False;False
COTTON DIVISION;93500;93055;154;PANTIN;45257667100039;100 AVENUE DU GENERAL LECLERC;PANTIN;93055;93500;A;INSEE_AND_CP;S181206_30002;Fibre Essentiel;terminated;1;452576671;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5bd649504620cdad285aa4570b31362c22b036b1dbebb08deadfc194d5243343;6a6cc60312ccde47e5988ce0f246fe2e05e9c0632498539136281710eecb23ec;False;False
FINGERPRINT;26100;26281;1549;ROMANS SUR ISERE;43288966500019;5 RUE JEAN CHARCOT;ROMANS SUR ISERE;26281;26100;F;INSEE_AND_CP;S190404_31001;Fibre Essentiel;terminated;1;432889665;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;52d5d6921d5b05408d1b04fc7f35870f1a19ade9a49882028f393e923ac25b9c;2f7cc2a1e4af298e1d6b55d48cae8035007ba29d0acc6d3f8100abd8f7559100;False;False
BBM Et Associes ;38170;38485;1557;SEYSSINET PARISET;31190349600025;4 RUE PAUL VALERIEN PERRIN;SEYSSINET PARISET;38485;38170;F;INSEE_AND_CP;S190404_36006;Fibre Essentiel;terminated;1;311903496;True;EXISTING_TRAIN_COMPONENT;a2a9c8e08c5ef9895eabb20144222460870ea7cbdbbc63b787656e13ec69a470;a75368f158df557f268403dca0e72bb3fdafc1c93bff521f10f8598947364092;False;False
Dr Bernard de Riols;31200;31555;1558;TOULOUSE;52240557000022;14 RUE MONTESQUIEU;TOULOUSE;31555;31100;F;INSEE_ONLY;S190404_36007;Fibre Essentiel;terminated;1;522405570;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3faa9d32b032b9c78682c465e5bc6d5bf140355adce56427a239bbf67e55a0b6;8426082dc9a10daf91e8bcb439ecd5c9bed22be895291782811756f5f906a567;False;False
CROIX ROUGE FRANCAISE ET3831_CEM_APPARTEMENT;94270;94043;1561;LE KREMLIN BICETRE;77567227229628;183T RUE GABRIEL PERI;LE KREMLIN BICETRE;94043;94270;F;INSEE_AND_CP;S190404_37005;Fibre Essentiel;terminated;1;775672272;False;EXISTING_TRAIN_COMPONENT;1d1f1ff5d69e2fa7d348744d03067bd9a5ce081dbc52f516b808f9240ed18f81;0173429569ee8ee510f75dd0e8595b88afa2944997328a5a3307db502cc5a867;False;False
UNIVERSAL MONEY EXCHANGE;75008;75108;1562;PARIS 08;52221597900025;66 AVENUE DES CHAMPS ELYSEES;PARIS 08;75108;75008;F;INSEE_AND_CP;S190404_37006;Fibre Essentiel;terminated;1;522215979;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;4b8eac4ac9724553274765bf51d7276f2571da04fbc308d0aba8a5c2a35d63f2;ded864c4c707fc00e0e0226f16a0fca0da622707ab75e41e26c546c28ceb52c0;False;False
EURL GAMS ;95300;95500;1565;PONTOISE;81308306000018;15 PLACE DU PETIT MARTROY;PONTOISE;95500;95300;F;INSEE_AND_CP;S190404_38003;Fibre Essentiel;terminated;1;813083060;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c94b94270c83424cd85f462581e943063551d11ff6441d85c87045478734426e;9e4382a62f1b645b429facb4c34c62bc1ddb1bf2a73bac15615640e985d98a95;False;False
CABINET MORGAND ;75004;75104;1566;PARIS 04;82237750300013;35 BOULEVARD BOURDON;PARIS 04;75104;75004;A;INSEE_AND_CP;S190404_39001;Fibre Essentiel;terminated;1;822377503;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;4f809d28048b6536972693c3d1e73ad0bc8a13c219e6765cbb90dc1c248354a6;d61ae4ae0236c8f0bb2ac20d0b3d6a28f8c10305facfac8d341416caf4ee1af2;False;False
FORIM;75010;75110;1567;PARIS 10;82097683500018;14 PASSAGE DUBAIL;PARIS 10;75110;75010;F;INSEE_AND_CP;S190405_31001;Fibre Essentiel;terminated;1;820976835;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;fb383fead0f962bc2281b06d57f9a6456ace644a6e993b9250e421f4d7263d68;c9adcb83cb282ed536bbae09f9f390ebf8fdb5da926df0d34ac07709e0699068;False;False
GE 360 Paris;75009;75109;1575;PARIS 09;32119409400058;11 RUE DE CAUMARTIN;PARIS 09;75109;75009;F;INSEE_AND_CP;S190403_36003;Fibre Essentiel;terminated;1;321194094;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a44b7bbbd39bb04f5ced4e8dc748e51bb53fae936f5a1cae5fd12a94863d4465;ece9f48dcbd178de29cca5df5593de64d352f16b1ceadbfed4372a0665ef16cc;False;False
UNISCOP;86000;86194;1576;POITIERS;32777493100031;5 RUE DU CARREAU;POITIERS;86194;86000;A;INSEE_AND_CP;S190403_36001;Fibre Essentiel;terminated;1;327774931;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ec7ac8965100847f2ce7dfb84b18265a2ebf919b3eb2012e8384b92a1d70beb4;77be62cbdb6c6898b89d3fe0e41d821e9a5c9a5ee2a2ff9d23af2d767408b3a6;False;False
AGENCE IMMOBILIERE DIRECTE NANTES;44200;44109;1585;NANTES;79983754700014;164 ROUTE DE CLISSON;NANTES;44109;44000;A;INSEE_ONLY;S190405_37001;Fibre Essentiel;terminated;1;799837547;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;84054cefb1ae76f75fb2445898c6479097146f9a028df8cc788a46e9490fb80f;01ad2e8abd13618f92fc67a460c4f01df6d9c50426d3a86ff17bea902015e721;False;False
Salomeh NIRO;95300;95500;1587;PONTOISE;81533285300010;21 RUE THIERS;PONTOISE;95500;95300;A;INSEE_AND_CP;S190405_37004;Fibre Essentiel;terminated;1;815332853;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;e49b661485df84d9419757b2c3a65c40070a3d4b2145baca69459127342addc8;139e73b10ee7ee22008f3f7c79cb791eed15dbff403b18bc03c69abe50dbc40d;False;False
NETCOM GROUP;93500;93055;15889;PANTIN;45300631400042;00041 RUE DELIZY;PANTIN;93055;93500;F;INSEE_AND_CP;S180907_07015;ADSL;terminated;1;453006314;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;e7ed241a59eff2aa6487a948a7c18e892bc641f775435eec274d609fb3fbedd6;077cbdb658e4dc9771af686b519f8048a10ccb5022e228c8712af3d9d0dc9533;False;False
APICEA;94800;94076;15895;VILLEJUIF;26750045200292;00012 AV PAUL VAILLANT COUTURIER;VILLEJUIF;94076;94800;A;INSEE_AND_CP;S180911_16039;ADSL;terminated;1;267500452;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;e8562cc7f08c55e5e48c39b68704ef398e56624c75666df80f9883f977be8360;b1687c0719630600e61c7cf6d1154dabbf405adf793f007f98af94e3e52dd589;False;False
APICEA;94270;94043;15903;LE KREMLIN BICETRE;26750045200441;00078 RUE DU GENERAL LECLERC;LE KREMLIN BICETRE;94043;94270;A;INSEE_AND_CP;S180911_16046;ADSL;terminated;1;267500452;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;e8159417d484ddd6a0f6d5b439a51b1b2e4ffe6a0c0af81dccd93dd26192722e;35d247e420ae34333c9e913187ee8f66f369ee96cdb1f76e135f68a550da3f72;False;False
GIE NICE RIVIERA ;06000;06088;1593;NICE;48856181200014;50 RUE GIOFFREDO;NICE;06088;06000;A;INSEE_AND_CP;S190408_31001;Fibre Essentiel;terminated;1;488561812;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;245829aa2f0e3a23cef5a938e286c546252b75a37ede32675acc743d118dd705;10d212ce5f34f962c18688189126721601215fd1dd59a0a066d4bbbf1adcedf7;False;False
STEPHANE PLAZA CELLE ST CLOUD;78170;78126;1594;LA CELLE ST CLOUD;82121615700023;8 RUE DE VINDE;LA CELLE ST CLOUD;78126;78170;A;INSEE_AND_CP;S190408_31002;Fibre Essentiel;terminated;1;821216157;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;24bb27474935ff5a272f40570e906610374df01f3f8d836ab985fd3e33b2ecdd;494f4dfac17a7cc659a7810f795d2a426bc9e17dc7a7105eeeda169eb4c810f7;False;False
GARAGE DU NOUVEAU TOURS;37000;37261;1600;TOURS;39819612100014;181 BOULEVARD JEAN ROYER;TOURS;37261;37000;A;INSEE_AND_CP;S190408_32007;Fibre Essentiel;terminated;1;398196121;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;2b0697beec2382d56883ce59ab77eef3ce47054532365559246cffe4eb1bbbb4;df5a1af119a5ec052a1eb8cf68139165a7b94cbccc3ffeeb7e9986f2d571a84d;False;False
sarl LV2V Challenge Automobile;34500;34032;1604;BEZIERS;83042411500012;0 RUE JEAN PREVOST;BEZIERS;34032;34500;A;INSEE_AND_CP;S190408_33002;Fibre Essentiel;terminated;1;830424115;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;d8bcd68c066c32f879774bf2ada971bf77ea77084bf8b3177e210e5f6273e341;78fb505343fb5dff8e22c7ec052e239af3b4b65cd06250f0c9d42d1e66572d03;False;False
GEOVIVIER;33700;33281;1605;MERIGNAC;80382911800014;5 RUE FALCON;MERIGNAC;33281;33700;A;INSEE_AND_CP;S190408_36001;Fibre Essentiel;terminated;1;803829118;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ac9f751a468c12a0e46ed122f758863b34a5c5f2a3b95f01d8d1ccb0af053b7c;6b7b9d55db5eea96d42c0c7d7ebba8b0293559a931a4a891bbe61e8a8ad79463;False;False
Cabinet Bellanger;75008;75108;1610;PARIS 08;78435003500027;140 BOULEVARD HAUSSMANN;PARIS 08;75108;75008;A;INSEE_AND_CP;S190408_37004;Fibre Essentiel;terminated;1;784350035;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a5f58198648fce72700abb0e66e95a78c4e1be82769924391ef8f9f1f61f13a0;97806165270da36de0721409134f02bf997034f4f02e8f4770ce43eb91af38c5;False;False
TALLINEAU EMBALLAGE;44120;44215;1611;VERTOU;33317154400013;33 RUE DE LA MALADRIE;VERTOU;44215;44120;A;INSEE_AND_CP;S190408_37005;Fibre Essentiel;terminated;1;333171544;True;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;ac7a65dcb94c7f69f9c0b251e2b7308bc6254cddde08506ec42cd9aa9abce6e9;ce343a99d1e5a8ad364ee7f173e7c4a2141c18c3e49d679ef99ffcf43a022ef0;False;False
BEAUSITE IMMOBILIER ;67000;67482;1613;STRASBOURG;50812590300015;50 AVENUE DES VOSGES;STRASBOURG;67482;67000;F;INSEE_AND_CP;S190408_37007;Fibre Essentiel;terminated;1;508125903;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a710005972f88314117e83406ee8fcb51d7daa5d9801b3876fd1e100c5f8e26f;e063610bb850857fa003822c16d77e39752fa48f5c74ac25b54d6cf18825ad7e;False;False
